model,base_model,reasoning,family,language,puzzle,truncated,n_correct_cells,n_cells,solved,params_b,log10_resource
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,814,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,456,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,483,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,159,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,135,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,479,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,830,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,940,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,580,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,269,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,234,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,110,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,714,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,162,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,197,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,996,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,201,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,402,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,924,0,1,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,2,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,886,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,872,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,414,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,55,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,260,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,138,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,681,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,26,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,215,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,619,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,756,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,544,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,946,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,982,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,975,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,186,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,222,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,660,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,738,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,999,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,768,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,398,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,557,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,871,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,185,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,680,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,842,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,487,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,277,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,821,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,596,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,726,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,558,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,405,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,12,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,443,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,451,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,111,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,244,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,364,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,917,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,955,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,304,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,517,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,526,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,874,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,362,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,25,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,378,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,609,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,278,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,340,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,226,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,782,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,847,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,617,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,180,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,594,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,754,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,309,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,334,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,761,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,49,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,231,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,175,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,683,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,82,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,467,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,698,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,115,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,314,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,305,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,994,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,834,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,531,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,825,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,353,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,454,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,325,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,470,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,849,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,740,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,205,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,621,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,951,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,509,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,882,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,203,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,1002,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,236,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,307,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,472,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,74,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,601,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,444,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,466,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,781,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,149,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,368,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,83,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,629,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,766,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,336,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,513,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,914,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,131,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,232,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,527,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,650,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,377,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,393,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,427,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,437,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,800,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,625,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,61,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,391,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,806,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,843,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,497,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,252,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,918,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,440,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,881,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,417,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,380,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,347,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,837,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,493,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,848,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,75,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,323,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,173,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,657,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,826,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,534,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,272,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,39,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,976,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,691,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,56,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,952,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,523,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,564,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,865,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,85,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,227,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,464,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,652,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,707,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,438,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,87,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,147,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,265,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,839,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,200,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,430,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,371,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,496,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,360,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,789,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,105,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,52,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,261,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,551,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,146,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,709,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,59,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,383,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,187,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,932,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,310,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,662,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,759,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,45,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,47,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,76,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,19,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,620,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,209,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,773,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,1016,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,987,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,288,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,537,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,295,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,665,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,165,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,388,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,548,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,636,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,311,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,876,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,270,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,521,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,961,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,213,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,255,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,885,0,4,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,506,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,119,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,459,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,684,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,501,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,394,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,271,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,677,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,476,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,192,0,2,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,539,0,6,6,1,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,379,0,0,6,0,27.781,7.0571
Qwen3.5-27B (reasoning off),Qwen3.5-27B,off,Qwen3.5,dan,741,0,0,6,0,27.781,7.0571
